<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070116,11:45,4085.80,4086.95,4085.80,4086.85,0
^NSEI,20070116,11:46,4087.15,4087.50,4087.05,4087.05,0
^NSEI,20070116,11:47,4087.15,4087.80,4087.10,4087.65,0
^NSEI,20070116,11:48,4088.15,4088.70,4087.90,4088.70,0
^NSEI,20070116,11:49,4088.65,4090.75,4088.65,4090.75,0
^NSEI,20070116,11:50,4091.05,4091.35,4090.85,4091.30,0
^NSEI,20070116,11:51,4091.15,4091.30,4090.80,4091.20,0
^NSEI,20070116,11:52,4091.50,4092.05,4091.30,4091.45,0
^NSEI,20070116,11:53,4091.75,4092.45,4091.65,4091.95,0
^NSEI,20070116,11:54,4091.95,4091.95,4090.60,4090.60,0
^NSEI,20070116,11:55,4090.95,4091.40,4090.80,4091.10,0
^NSEI,20070116,11:56,4091.00,4091.50,4090.90,4091.50,0
^NSEI,20070116,11:57,4091.30,4091.90,4091.30,4091.65,0
^NSEI,20070116,11:58,4092.15,4092.35,4091.80,4092.25,0
^NSEI,20070116,11:59,4091.75,4093.20,4091.75,4093.20,0
^NSEI,20070116,12:00,4093.15,4093.30,4092.65,4092.90,0
^NSEI,20070116,12:01,4092.05,4092.65,4092.05,4092.10,0
^NSEI,20070116,12:02,4092.05,4092.05,4091.45,4091.45,0
^NSEI,20070116,12:03,4091.40,4091.45,4090.25,4090.60,0
^NSEI,20070116,12:04,4090.25,4090.65,4089.40,4089.40,0
^NSEI,20070116,12:05,4089.45,4089.45,4087.80,4087.80,0
^NSEI,20070116,12:06,4087.75,4087.75,4086.90,4087.10,0
^NSEI,20070116,12:07,4086.45,4087.00,4085.60,4086.50,0
^NSEI,20070116,12:08,4087.65,4087.95,4087.30,4087.75,0
^NSEI,20070116,12:09,4087.50,4088.15,4086.90,4088.15,0
^NSEI,20070116,12:10,4088.00,4088.25,4087.15,4087.60,0
^NSEI,20070116,12:11,4088.00,4088.00,4087.30,4088.00,0
^NSEI,20070116,12:12,4088.10,4088.50,4087.85,4087.95,0
^NSEI,20070116,12:13,4088.15,4088.75,4088.15,4088.50,0
^NSEI,20070116,12:14,4088.70,4089.10,4088.30,4088.40,0
^NSEI,20070116,12:15,4088.30,4088.95,4088.30,4088.35,0
^NSEI,20070116,12:16,4088.40,4089.00,4088.40,4088.90,0
^NSEI,20070116,12:17,4088.65,4089.35,4088.45,4089.35,0
^NSEI,20070116,12:18,4089.40,4089.70,4088.95,4088.95,0
^NSEI,20070116,12:19,4088.90,4088.90,4087.90,4088.50,0
^NSEI,20070116,12:20,4088.15,4088.40,4088.15,4088.20,0
^NSEI,20070116,12:21,4088.20,4088.20,4086.95,4087.15,0
^NSEI,20070116,12:22,4087.30,4087.60,4087.15,4087.35,0
^NSEI,20070116,12:23,4087.15,4087.20,4086.50,4086.80,0
^NSEI,20070116,12:24,4087.05,4087.05,4086.10,4086.10,0
^NSEI,20070116,12:25,4086.10,4086.55,4084.75,4085.75,0
^NSEI,20070116,12:26,4084.85,4085.35,4084.70,4084.70,0
^NSEI,20070116,12:27,4084.15,4084.15,4082.85,4082.85,0
^NSEI,20070116,12:28,4082.30,4082.30,4080.90,4080.95,0
^NSEI,20070116,12:29,4080.80,4080.85,4079.50,4080.00,0
^NSEI,20070116,12:30,4079.80,4080.75,4079.75,4080.75,0
^NSEI,20070116,12:31,4081.00,4082.30,4081.00,4081.55,0
^NSEI,20070116,12:32,4081.70,4082.85,4081.70,4082.80,0
^NSEI,20070116,12:33,4082.90,4082.90,4082.05,4082.35,0
^NSEI,20070116,12:34,4083.35,4083.45,4082.85,4082.95,0
^NSEI,20070116,12:35,4083.10,4083.30,4082.55,4082.60,0
^NSEI,20070116,12:36,4082.10,4082.45,4080.15,4081.25,0
^NSEI,20070116,12:37,4080.90,4081.95,4080.90,4081.45,0
^NSEI,20070116,12:38,4081.00,4081.40,4080.70,4080.85,0
^NSEI,20070116,12:39,4080.80,4080.80,4080.00,4080.55,0
^NSEI,20070116,12:40,4080.05,4080.55,4078.55,4078.55,0
^NSEI,20070116,12:41,4077.45,4078.20,4077.45,4078.20,0
^NSEI,20070116,12:42,4077.95,4077.95,4076.45,4076.45,0
^NSEI,20070116,12:43,4076.20,4077.85,4076.20,4077.85,0
^NSEI,20070116,12:44,4077.30,4078.45,4077.20,4078.45,0
^NSEI,20070116,12:45,4078.85,4081.15,4078.85,4081.05,0
^NSEI,20070116,12:46,4081.00,4081.95,4081.00,4081.95,0
^NSEI,20070116,12:47,4082.25,4082.60,4082.00,4082.35,0
^NSEI,20070116,12:48,4082.20,4082.25,4081.60,4082.00,0
^NSEI,20070116,12:49,4082.10,4082.85,4082.10,4082.85,0
^NSEI,20070116,12:50,4083.10,4084.55,4083.10,4083.45,0
^NSEI,20070116,12:51,4082.80,4082.80,4081.85,4082.15,0
^NSEI,20070116,12:52,4081.60,4081.60,4080.35,4081.05,0
^NSEI,20070116,12:53,4081.15,4081.15,4079.85,4080.40,0
^NSEI,20070116,12:54,4080.35,4080.35,4079.10,4079.10,0
^NSEI,20070116,12:55,4079.00,4080.00,4079.00,4079.65,0
^NSEI,20070116,12:56,4079.70,4079.70,4079.00,4079.00,0
^NSEI,20070116,12:57,4079.45,4079.45,4077.15,4077.30,0
^NSEI,20070116,12:58,4077.50,4077.55,4076.40,4076.60,0
^NSEI,20070116,12:59,4075.80,4076.25,4075.40,4076.25,0
^NSEI,20070116,13:00,4075.35,4075.35,4073.10,4073.10,0
^NSEI,20070116,13:01,4072.45,4072.45,4071.35,4071.35,0
^NSEI,20070116,13:02,4070.90,4070.90,4070.50,4070.50,0
^NSEI,20070116,13:03,4070.25,4070.45,4069.70,4069.95,0
^NSEI,20070116,13:04,4070.60,4071.55,4070.30,4071.55,0
^NSEI,20070116,13:05,4071.50,4072.50,4071.35,4072.35,0
^NSEI,20070116,13:06,4073.25,4074.70,4073.25,4074.60,0
^NSEI,20070116,13:07,4074.70,4074.70,4073.70,4074.10,0
^NSEI,20070116,13:08,4074.05,4074.45,4073.50,4074.45,0
^NSEI,20070116,13:09,4074.25,4074.25,4073.35,4073.90,0
^NSEI,20070116,13:10,4073.30,4074.45,4073.30,4074.20,0
^NSEI,20070116,13:11,4074.45,4074.65,4074.00,4074.65,0
^NSEI,20070116,13:12,4074.60,4075.00,4074.20,4074.40,0
^NSEI,20070116,13:13,4074.80,4076.00,4074.55,4075.65,0
^NSEI,20070116,13:14,4075.95,4076.05,4075.60,4076.00,0
^NSEI,20070116,13:15,4076.35,4076.70,4076.10,4076.45,0
^NSEI,20070116,13:16,4076.85,4077.05,4076.55,4076.80,0
^NSEI,20070116,13:17,4077.00,4077.60,4076.70,4077.60,0
^NSEI,20070116,13:18,4077.85,4078.30,4077.70,4077.80,0
^NSEI,20070116,13:19,4078.30,4079.05,4078.30,4078.55,0
^NSEI,20070116,13:20,4078.55,4078.65,4077.25,4077.65,0
^NSEI,20070116,13:21,4077.60,4078.60,4077.55,4078.60,0
^NSEI,20070116,13:22,4077.95,4079.30,4077.95,4078.60,0
^NSEI,20070116,13:23,4079.25,4079.25,4078.40,4078.55,0
^NSEI,20070116,13:24,4077.00,4078.90,4077.00,4078.75,0
^NSEI,20070116,13:25,4078.25,4078.60,4077.75,4077.75,0
^NSEI,20070116,13:26,4076.15,4076.80,4075.60,4075.60,0
^NSEI,20070116,13:27,4075.75,4077.00,4075.75,4076.95,0
^NSEI,20070116,13:28,4077.20,4078.55,4077.15,4078.35,0
^NSEI,20070116,13:29,4078.85,4079.55,4078.35,4079.30,0
^NSEI,20070116,13:30,4080.10,4080.10,4079.65,4080.10,0
^NSEI,20070116,13:31,4079.70,4080.45,4079.40,4080.15,0
^NSEI,20070116,13:32,4080.30,4080.30,4079.45,4079.85,0
^NSEI,20070116,13:33,4080.05,4080.05,4079.25,4079.50,0
^NSEI,20070116,13:34,4079.45,4079.80,4078.85,4078.85,0
^NSEI,20070116,13:35,4079.05,4079.05,4078.25,4078.35,0
^NSEI,20070116,13:36,4078.25,4078.25,4076.70,4077.20,0
^NSEI,20070116,13:37,4076.80,4077.50,4076.80,4077.45,0
^NSEI,20070116,13:38,4077.30,4077.90,4077.10,4077.60,0
^NSEI,20070116,13:39,4077.95,4078.20,4077.90,4078.15,0
^NSEI,20070116,13:40,4078.70,4079.60,4078.70,4079.60,0
^NSEI,20070116,13:41,4079.60,4079.60,4078.85,4078.85,0
^NSEI,20070116,13:42,4078.65,4079.50,4078.65,4079.00,0
^NSEI,20070116,13:43,4079.50,4080.30,4079.50,4079.70,0
^NSEI,20070116,13:44,4079.90,4080.95,4079.90,4080.60,0
^NSEI,20070116,13:45,4081.05,4082.60,4081.05,4082.05,0
^NSEI,20070116,13:46,4082.20,4082.75,4082.10,4082.75,0
^NSEI,20070116,13:47,4083.40,4083.85,4083.25,4083.85,0
^NSEI,20070116,13:48,4084.00,4084.00,4083.55,4083.60,0
^NSEI,20070116,13:49,4084.45,4084.45,4083.80,4084.40,0
^NSEI,20070116,13:50,4084.45,4085.10,4084.05,4084.05,0
^NSEI,20070116,13:51,4084.55,4085.20,4084.20,4085.20,0
^NSEI,20070116,13:52,4085.20,4085.85,4084.95,4085.75,0
^NSEI,20070116,13:53,4085.85,4086.20,4085.70,4085.80,0
^NSEI,20070116,13:54,4085.95,4086.25,4084.50,4084.50,0
^NSEI,20070116,13:55,4085.10,4085.10,4083.15,4083.15,0
^NSEI,20070116,13:56,4083.40,4083.45,4081.80,4082.00,0
^NSEI,20070116,13:57,4081.70,4082.20,4081.50,4081.65,0
^NSEI,20070116,13:58,4080.90,4082.40,4080.90,4081.50,0
^NSEI,20070116,13:59,4081.55,4081.55,4081.15,4081.35,0
^NSEI,20070116,14:00,4081.15,4081.30,4080.20,4080.50,0
^NSEI,20070116,14:01,4080.55,4080.70,4079.45,4079.45,0
^NSEI,20070116,14:02,4079.95,4079.95,4079.35,4079.90,0
^NSEI,20070116,14:03,4079.50,4080.35,4079.50,4079.75,0
^NSEI,20070116,14:04,4079.30,4080.95,4079.30,4080.95,0
^NSEI,20070116,14:05,4080.45,4081.40,4080.45,4081.35,0
^NSEI,20070116,14:06,4082.00,4082.00,4081.30,4081.30,0
^NSEI,20070116,14:07,4081.30,4082.15,4081.30,4081.50,0
^NSEI,20070116,14:08,4082.25,4082.85,4082.25,4082.35,0
^NSEI,20070116,14:09,4083.10,4083.65,4082.85,4083.65,0
^NSEI,20070116,14:10,4083.30,4083.90,4083.15,4083.15,0
^NSEI,20070116,14:11,4082.95,4082.95,4081.35,4081.35,0
^NSEI,20070116,14:12,4081.75,4082.20,4081.55,4081.90,0
^NSEI,20070116,14:13,4082.35,4082.35,4081.10,4081.20,0
^NSEI,20070116,14:14,4080.90,4081.15,4080.45,4080.95,0
^NSEI,20070116,14:15,4081.10,4081.10,4080.50,4080.85,0
^NSEI,20070116,14:16,4080.55,4081.05,4080.35,4080.40,0
^NSEI,20070116,14:17,4080.55,4080.95,4080.10,4080.70,0
^NSEI,20070116,14:18,4080.55,4080.70,4080.25,4080.50,0
^NSEI,20070116,14:19,4080.10,4080.15,4079.50,4080.05,0
^NSEI,20070116,14:20,4079.65,4080.00,4079.30,4079.30,0
^NSEI,20070116,14:21,4079.75,4080.25,4079.30,4079.30,0
^NSEI,20070116,14:22,4079.20,4079.45,4078.30,4078.50,0
^NSEI,20070116,14:23,4078.25,4078.25,4074.90,4074.90,0
^NSEI,20070116,14:24,4074.95,4074.95,4072.95,4073.10,0
^NSEI,20070116,14:25,4073.15,4073.15,4071.60,4072.65,0
^NSEI,20070116,14:26,4072.65,4074.10,4072.65,4074.10,0
^NSEI,20070116,14:27,4074.20,4074.65,4074.00,4074.30,0
^NSEI,20070116,14:28,4073.85,4074.60,4073.65,4074.60,0
^NSEI,20070116,14:29,4074.20,4074.20,4072.40,4072.50,0
^NSEI,20070116,14:30,4072.40,4072.80,4071.50,4071.50,0
^NSEI,20070116,14:31,4071.65,4072.15,4071.15,4071.15,0
^NSEI,20070116,14:32,4071.70,4071.80,4069.00,4069.00,0
^NSEI,20070116,14:33,4069.05,4069.05,4068.20,4069.05,0
^NSEI,20070116,14:34,4069.50,4074.30,4069.50,4074.30,0
^NSEI,20070116,14:35,4074.80,4077.90,4074.80,4077.90,0
^NSEI,20070116,14:36,4078.40,4079.10,4078.00,4079.10,0
^NSEI,20070116,14:37,4080.05,4081.90,4080.05,4081.00,0
^NSEI,20070116,14:38,4081.00,4081.10,4079.65,4079.65,0
^NSEI,20070116,14:39,4078.60,4082.75,4078.60,4082.75,0
^NSEI,20070116,14:40,4082.80,4084.35,4082.50,4084.35,0
^NSEI,20070116,14:41,4085.00,4087.00,4085.00,4086.80,0
^NSEI,20070116,14:42,4086.50,4086.50,4084.85,4084.85,0
^NSEI,20070116,14:43,4085.05,4086.10,4084.75,4086.10,0
^NSEI,20070116,14:44,4085.85,4087.50,4085.75,4087.50,0
^NSEI,20070116,14:45,4087.60,4089.70,4087.60,4089.70,0
^NSEI,20070116,14:46,4090.10,4090.15,4087.90,4087.90,0
^NSEI,20070116,14:47,4087.85,4087.85,4085.15,4085.15,0
^NSEI,20070116,14:48,4084.85,4085.50,4083.10,4083.10,0
^NSEI,20070116,14:49,4082.55,4082.55,4080.60,4080.60,0
^NSEI,20070116,14:50,4080.35,4080.35,4078.20,4078.35,0
^NSEI,20070116,14:51,4078.20,4078.35,4076.10,4076.10,0
^NSEI,20070116,14:52,4076.85,4081.70,4076.85,4081.70,0
^NSEI,20070116,14:53,4081.80,4082.55,4081.65,4082.20,0
^NSEI,20070116,14:54,4082.25,4084.10,4082.25,4083.80,0
^NSEI,20070116,14:55,4083.80,4083.80,4081.85,4081.85,0
^NSEI,20070116,14:56,4081.70,4082.05,4081.60,4081.75,0
^NSEI,20070116,14:57,4082.35,4082.35,4081.05,4081.60,0
^NSEI,20070116,14:58,4081.70,4084.30,4081.70,4084.25,0
^NSEI,20070116,14:59,4084.45,4085.20,4084.45,4085.00,0
^NSEI,20070116,15:00,4084.20,4085.15,4084.20,4085.15,0
^NSEI,20070116,15:01,4085.30,4086.40,4085.25,4086.40,0
^NSEI,20070116,15:02,4086.30,4087.30,4086.05,4086.60,0
^NSEI,20070116,15:03,4086.00,4086.25,4085.15,4086.15,0
^NSEI,20070116,15:04,4086.00,4086.50,4085.75,4086.00,0
^NSEI,20070116,15:05,4085.80,4086.70,4085.75,4086.45,0
^NSEI,20070116,15:06,4085.95,4086.15,4085.35,4085.35,0
^NSEI,20070116,15:07,4085.55,4085.55,4084.65,4085.05,0
^NSEI,20070116,15:08,4085.10,4085.60,4084.85,4084.85,0
^NSEI,20070116,15:09,4084.00,4084.00,4081.80,4081.80,0
^NSEI,20070116,15:10,4082.15,4082.15,4079.40,4079.40,0
^NSEI,20070116,15:11,4079.60,4079.60,4078.15,4078.80,0
^NSEI,20070116,15:12,4078.40,4080.15,4078.40,4080.15,0
^NSEI,20070116,15:13,4080.30,4081.75,4080.30,4081.75,0
^NSEI,20070116,15:14,4081.45,4081.85,4081.05,4081.05,0
^NSEI,20070116,15:15,4081.90,4082.05,4081.80,4081.80,0
^NSEI,20070116,15:16,4082.15,4082.25,4081.65,4081.85,0
^NSEI,20070116,15:17,4082.55,4082.55,4081.15,4081.15,0
^NSEI,20070116,15:18,4081.25,4082.10,4080.90,4081.60,0
^NSEI,20070116,15:19,4080.95,4081.45,4080.70,4080.85,0
^NSEI,20070116,15:20,4081.30,4081.30,4079.20,4079.20,0
^NSEI,20070116,15:21,4078.55,4078.55,4077.15,4077.50,0
^NSEI,20070116,15:22,4077.50,4077.50,4076.55,4076.70,0
^NSEI,20070116,15:23,4076.10,4076.45,4075.15,4075.35,0
^NSEI,20070116,15:24,4075.20,4075.50,4074.70,4075.25,0
^NSEI,20070116,15:25,4076.40,4077.30,4076.10,4077.10,0
^NSEI,20070116,15:26,4076.80,4077.15,4076.50,4077.15,0
^NSEI,20070116,15:27,4077.30,4078.15,4077.20,4078.15,0
^NSEI,20070116,15:28,4077.75,4078.50,4077.10,4078.10,0
^NSEI,20070116,15:29,4077.70,4077.85,4077.10,4077.75,0
^NSEI,20070116,15:30,4079.15,4079.15,4079.15,4079.15,0
